"Year","Volume","Issue","Page","Title","Authors","Cite As","DOI","Abstract","Status","Accepting Editor","Area","Affiliations","Date Added",""
"2026","","","","The Impact of Voluntary Carbon Goal Announcements on Stock Returns","Lukas Schnabel, Setareh Heidari, Stefan J. Hock, Sascha Raithel","Lukas Schnabel, Setareh Heidari, Stefan J. Hock, Sascha Raithel (2026) The Impact of Voluntary Carbon Goal Announcements on Stock Returns. Management Science.","https://doi.org/10.1287/mnsc.2024.08673","This study quantifies the impact of voluntary carbon goal announcements on cumulative abnormal stock returns (CAR). Using 188 announcements of U.S. publicly traded firms between 2018 and 2024 across a variety of industries, this event study offers new and economically relevant insights on when and how firms should announce their carbon goals. First, a voluntary carbon goal announcement is associated with 0.65% positive CAR for the main event window (−2,+2), which translates to an increase of about $490 million based on the average market capitalization of firms in our data set. Notably, despite the substantial financial commitments implied by carbon neutrality, this corresponds to an average gain of about $75 in abnormal return per current ton of CO 2 -equivalent emissions. Second, our analysis of announcement-related media coverage using topic modeling reveals that investors respond more positively when the media highlights the expected business impact of the carbon goal. Third, firms with higher current emissions in the scopes they commit to eliminate are evaluated more favorably by the stock market, suggesting that investors value the larger emission reduction volume associated with such commitments. Finally, the positive effects of emphasizing business impact and promising to eliminate higher current emissions diminish over time. We conduct a series of robustness checks to ensure that our results are reliable and unbiased. Overall, this study provides a strong empirical foundation for understanding the consequences of voluntary carbon goal announcements of firms and discusses implications for theory and practice. This paper was accepted by Anita McGahan, business strategy. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.08673 .","Other","","","School of Business, University of Connecticut, Storrs, Connecticut 06269; School of Business & Economics, Freie Universität Berlin, 14195 Berlin, Germany","2026-06-22",""
"2026","","","","Do Hedge Funds Strategically Misreport Their Holdings? Evidence from 13F Restatements","Sean Cao, Zhi Da, Xin Daniel Jiang, Baozhong Yang","Sean Cao, Zhi Da, Xin Daniel Jiang, Baozhong Yang (2026) Do Hedge Funds Strategically Misreport Their Holdings? Evidence from 13F Restatements. Management Science.","https://doi.org/10.1287/mnsc.2024.08833","Hedge funds can subsequently amend their originally reported 13F quarterly holdings using restatements. We conduct the first systematic analysis of such filings, which are as common as confidential filings (used by funds to delay holding disclosures) but affect three times as many stocks. Restated holdings are associated with significant abnormal returns, suggesting that some original holdings are strategically misreported to hide funds’ trading intentions and that later restatements facilitate copycat trading and price convergence. We construct a restatement return gap measure to gauge the value added by such restatements and find that a positive return gap is predictive of superior future fund performance. This paper was accepted by Kay Giesecke, finance. Funding: S. Cao acknowledges support from the AI Initiative from Capital Markets Research at the University of Maryland. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.08833 .","Articles in Advance","Kay Giesecke","finance","Robert H. Smith School of Business, University of Maryland, College Park, Maryland 20742; Mendoza College of Business, University of Notre Dame, Notre Dame, Indiana 46556; School of Accounting; Finance, University of Waterloo, Waterloo, Ontario N2L 3G1, Canada; J. Mack Robinson College of Business, Georgia State University, Atlanta, Georgia 30303","2026-06-17",""
"2026","","","","Information Design of Online Platforms","T. Tony Ke, Song Lin, Michelle Y. Lu","T. Tony Ke, Song Lin, Michelle Y. Lu (2026) Information Design of Online Platforms. Management Science.","https://doi.org/10.1287/mnsc.2025.03083","We study how an online platform strategically uses information to both guide consumer search and influence sellers’ targeted advertising. Our model unifies personalized recommendations and targeted ads under an information design framework. We illustrate a fundamental tradeoff facing the platform between improving match efficiency and extracting seller surplus by inducing their competition for prominence. The optimal information design may be socially inefficient because it balances the tradeoff by limiting consumer search and mixing the matched product with a long tail of unmatched ones for recommendation. This implies that sponsored targeted advertising on retail platforms may introduce match inefficiency. This paper was accepted by Greg Shaffer, marketing. Funding: T. T. Ke acknowledges financial support from the National Natural Science Foundation of China [Grants 72422003 and 72394395] and the Hong Kong Research Grants Council [Grant 14503122].","Articles in Advance","Greg Shaffer","marketing","Chinese University of Hong Kong, Hong Kong, Hong Kong; Hong Kong University of Science and Technology, Hong Kong, Hong Kong; China Europe International Business School, Shanghai 201203, China","2026-06-17",""
"2026","","","","Using Neural Networks to Guide Data-Driven Operational Decisions","Saman Lagzi, Ningyuan Chen, Joseph Milner","Saman Lagzi, Ningyuan Chen, Joseph Milner (2026) Using Neural Networks to Guide Data-Driven Operational Decisions. Management Science.","https://doi.org/10.1287/mnsc.2023.04141","We propose deep neural networks for data-driven stochastic optimization. Using historical data (covariates, decisions, costs), we propose to train a neural network to predict the objective value as a function of both the decision and covariate. After training, for a given covariate, this predicted objective is optimized over the decision variables using gradient-based methods with analytical gradients and Hessians. Performance is characterized by neural network generalization bounds. Comprehensive experiments on newsvendor, personalized assortment pricing, and call center staffing problems demonstrate our method’s strength over existing approaches such as conditional stochastic optimization and analytical approximations, especially when (i) the objective function is unknown, (ii) moderate to large data sets are available, or (iii) the problem structure resists simple parametric approximations. This paper was accepted by Chung Piaw Teo, optimization and decision analytics. Funding: The research of N. Chen is supported by the UTMM MARC Grant and the IMI Research Grant. The research of J. Milner is supported by NSERC [Grant 453954]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.04141 .","Articles in Advance","Chung Piaw Teo","optimization and decision analytics","Kenan-Flagler Business School, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599; Department of Management, University of Toronto Mississauga, Mississauga, Ontario L5L 1C6, Canada","2026-06-17",""
"2026","","","","The Real Effects of Fair Workweek Laws on Work Schedules: Evidence from Los Angeles","Caleb Kwon, Ananth Raman","Caleb Kwon, Ananth Raman (2026) The Real Effects of Fair Workweek Laws on Work Schedules: Evidence from Los Angeles. Management Science.","https://doi.org/10.1287/mnsc.2024.05622","Fair Workweek Laws (FWLs) aim to improve the predictability and stability of employee work schedules. They do so by requiring employers to provide work schedules with sufficient advance notice or to compensate workers when such notice is not provided. Despite the growing number of U.S. jurisdictions with active FWLs (currently more than 10), there is little empirical evidence of their effects on work schedules. This paper examines the impact of Los Angeles’s FWL on the predictability and stability of work schedules, using administrative data from seven independent retail chains operating in Los Angeles, CA. We find that Los Angeles’s FWL increased the predictability of work schedules: shift-level advance notice increased by 8.6% in the log specification, and the levels specification implies an increase of 1.31 days per shift. Furthermore, the share of shifts scheduled with less than 14 days’ notice decreased from 49.9% to 34.8%. However, we find that the law did not improve several commonly used measures of schedule stability, such as consistency in shift start times and hours worked. Our analysis also does not find evidence to support several commonly raised concerns about FWLs, including reduced work hours, increased employee turnover, reduced hiring, increased use of part-time workers, and reduced store operating hours. Overall, our results suggest that although FWLs can lead to some improvements in schedule predictability without these commonly raised negative consequences, they may have limited potential to increase schedule stability. This paper was accepted by Karan Girotra, operations management. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.05622 .","Articles in Advance","Karan Girotra","operations management","McCombs School of Business, The University of Texas at Austin, Austin, Texas 78712; Technology; Operations Management Unit, Harvard Business School, Boston, Massachusetts  02163","2026-06-15",""
"2026","","","","Decentralized Autonomous Organization Governance","Jungsuk Han, Jongsub Lee, Tao Li","Jungsuk Han, Jongsub Lee, Tao Li (2026) Decentralized Autonomous Organization Governance. Management Science.","https://doi.org/10.1287/mnsc.2024.07033","Decentralized autonomous organizations (DAOs) are entities without central leadership and operate based on a set of decision-making rules encoded into smart contracts using blockchain technology. In this study, we develop a theoretical model of DAO governance featuring strategic token trading under token-based voting to investigate potential conflicts of interest between a large participant (a “whale”) and many small participants. Our results show that ownership concentration has a negative effect on platform growth, but platform size, token illiquidity, and long-term incentives can mitigate this negative effect. We confirm these predictions using novel voting data on major DAOs from 2020 and 2024. This paper has been accepted by Lin William Cong for the Virtual Special Issue on Digital Finance. Funding: J. Han and J. Lee received financial support from the Institute of Management Research at Seoul National University. Supplemental Material: The data files are available at https://doi.org/10.1287/mnsc.2024.07033 .","Articles in Advance","Lin William Cong","Virtual Special Issue on Digital Finance","Seoul National University, Seoul 08826, Republic of Korea; University of Florida, Gainesville, Florida 32611;; European Corporate Governance Institute, 1000 Brussels, Belgium","2026-06-15",""
"2026","","","","Fast and Simple Adaptive Elicitations","Nicolò Bertani, Enrico Diecidue, Patrice Perny, Paolo Viappiani","Nicolò Bertani, Enrico Diecidue, Patrice Perny, Paolo Viappiani (2026) Fast and Simple Adaptive Elicitations. Management Science.","https://doi.org/10.1287/mnsc.2025.01348","We propose a new Fast and Simple Elicitation procedure (FSE) for the measurement of decision models. Our procedure bounds the function of the decision model, iteratively halves the maximal distance between the bounds, and incrementally restricts the feasible space of associated parameters. It requires no distributional assumptions and relies on linear programming and approximating splines, improving tractability and descriptiveness. We apply FSE to elicit the probability weighting function in three studies: a simulation and two experiments. Our results demonstrate FSE’s ability to faithfully recover the function. Both in the laboratory and online, FSE reflects the choices made by a respondent more precisely than alternative elicitation procedures and standard functional forms. Importantly, FSE also predicts the out-of-sample choices of a representative online sample more accurately than its alternatives. Taken together, our results shed new light on the prevalence of possibility and certainty effects, and convey general implications for experimental modeling and design. This paper was accepted by Manel Baucells, behavioral economics and decision analysis. Funding: This work was supported by INSEAD R&D and by a grant from Sorbonne University. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2025.01348 .","Articles in Advance","Manel Baucells","behavioral economics and decision analysis","Católica Lisbon School of Business & Economics, 1649-023 Lisbon, Portugal; Decision Sciences, INSEAD, 77300 Fontainebleau, France; LIP6, Sorbonne University, CNRS, 75005 Paris, France; LAMSADE, CNRS, Université Paris-Dauphine PSL, 75775 Paris, France","2026-06-15",""
"2026","","","","The AI Democratization Paradox: Evidence from Decentralized Knowledge Communities","Kai Zhu, Dylan Walker","Kai Zhu, Dylan Walker (2026) The AI Democratization Paradox: Evidence from Decentralized Knowledge Communities. Management Science.","https://doi.org/10.1287/mnsc.2024.04717","Does AI democratize knowledge production or amplify existing disparities? We investigate this tension by studying the deployment of neural machine translation across more than 100 Wikipedia language communities. Leveraging rich, fine-grained data and exogenous variation from a natural experiment, we uncover the “AI democratization paradox,” where the technology simultaneously drives democratizing and concentrating forces. AI lowered barriers, leading to a substantial increase in content creation across diverse target languages without sacrificing quality or readership. However, the benefits were concentrated: well-resourced communities captured disproportionate gains—three to four times larger than mid-tier editions. Whereas editors actively leveraged AI to address representation gaps, translating female biographies at twice the expected rate, structural constraints still limited the impact in high-need areas. We conclude that technological solutions alone cannot overcome structural inequalities; AI’s distributional impact is contingent on the interplay between technological capabilities and existing social structures. This paper was accepted by Anindya Ghose, information systems. Funding: This work was supported by the Wikimedia Research & Technology Fund and European Union – NextGenerationEU funds, Component M4.C2, Investment 1.1, PRIN 2022 PNRR, CUP: J53D23015440001. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.04717 .","Articles in Advance","Anindya Ghose","information systems","Bocconi University, 20136 Milan, Italy; Chapman University, Orange, California 92866","2026-06-15",""
"2026","","","","Driving Merchant Adoption of Digital Payment Solutions Through Customer Success Management","Shreya Kankanhalli, Stephen J. Anderson, Leonardo Iacovone, Sridhar Narayanan","Shreya Kankanhalli, Stephen J. Anderson, Leonardo Iacovone, Sridhar Narayanan (2026) Driving Merchant Adoption of Digital Payment Solutions Through Customer Success Management. Management Science.","https://doi.org/10.1287/mnsc.2024.04703","Despite their potential to advance financial inclusion and improve business outcomes, digital payment solutions have low adoption rates among retail merchants in developing economies. Prior interventions have tackled prepurchase frictions such as awareness and affordability, showing limited success. We instead examine postpurchase frictions in the merchant onboarding journey, focusing on installation complexity and value uncertainty. We implement a randomized field experiment with 479 cash-only retailers in Mexico, testing interventions modeled on customer success management (CSM)—a marketing function widely used by business-to-business technology companies to onboard and retain clients, but not previously examined causally. In the first treatment group (T1: n = 159), we tackle installation complexity by introducing a CSM to support system integration for a provided digital payment solution. In the second treatment group (T2: n = 162), we further tackle value uncertainty by adding a second CSM to support value realization. Relative to the control group (n = 158), long-term adoption increased by 21.4 percentage points in T1 and by an additional 13.4 points in T2. Mechanism evidence shows that system integration primarily operates on the extensive margin of ensuring a functioning device in-store and substitutes for missing digital capacity, which constitutes merchants’ digital savviness and the local installed base of cardholders. By contrast, value realization operates on the intensive margin of usage and complements existing digital capacity. Cost-benefit analyses and spillover analyses support the scalability of our interventions. These findings offer insights into promoting the diffusion of digital payments. This paper was accepted by Raphael Thomadsen, marketing. Funding: This research was supported by the Stanford King Center on Global Poverty and Development, the World Bank’s Latin America and the Caribbean Gender Innovation Lab (LACGIL) with the Umbrella Facility for Gender Equality (UFGE), and the MasterCard Center for Inclusive Growth. Further support is acknowledged from the Leonard L. Berry Chair in Services Marketing at Mays Business School. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.04703 .","Articles in Advance","Raphael Thomadsen","marketing","SC Johnson College of Business, Cornell University, Ithaca, New York 14853; Mays Business School, Texas A&M University, College Station, Texas 77843; Trade, Investment and Competitiveness (TIC) Global Practice, World Bank, Washington, District of Columbia 20433; Graduate School of Business, Stanford University, Stanford, California 94305","2026-06-15",""
"2026","","","","Climate Transition Beliefs","Marco Ceccarelli, Stefano Ramelli","Marco Ceccarelli, Stefano Ramelli (2026) Climate Transition Beliefs. Management Science.","https://doi.org/10.1287/mnsc.2025.00564","We study an overlooked driver of heterogeneity in green investment behavior: differences in expectations about the long-term trajectory of the energy transition (climate transition beliefs). Drawing on a survey of U.S. retail investors, we document considerable heterogeneity in climate transition beliefs at different long-term horizons. Transition optimism is positively associated with expected green financial performance and preferences for green investments, particularly among investors without strong pro-environmental attitudes. Two preregistered survey experiments provide causal evidence that transition beliefs play a key role in shaping green return expectations and investment decisions. Distinguishing between heterogeneous beliefs and preferences is crucial for a better understanding of the motivations behind green investment behavior. This paper was accepted by Caroline Flammer, sustainability. Funding: This work was supported by the Universität St. Gallen Basic Research Fund [Grant 2130787]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2025.00564 .","Articles in Advance","Caroline Flammer","sustainability","Department of Finance, Vrije Universiteit Amsterdam, 1081 HV Amsterdam, Netherlands; School of Finance, University of St. Gallen, 9000 St. Gallen, Switzerland;; Swiss Finance Institute, 8006 Zürich, Switzerland","2026-06-15",""
"2026","","","","Randomized Robust Price Optimization","Xinyi Guan, Velibor V. Mišić","Xinyi Guan, Velibor V. Mišić (2026) Randomized Robust Price Optimization. Management Science.","https://doi.org/10.1287/mnsc.2023.01844","The robust multiproduct pricing problem is to determine the prices of a collection of products to maximize the worst-case revenue, where the worst case is taken over an uncertainty set of demand models that the firm expects could be realized in practice. A tacit assumption in this approach is that the pricing decision is a deterministic decision: the prices of the products are fixed and do not vary. In this paper, we consider a randomized approach to robust pricing, where a decision maker specifies a distribution over potential price vectors to maximize its worst-case revenue over an uncertainty set of demand models. We formally define this problem—the randomized robust price optimization problem—and analyze when a randomized price scheme performs as well as a deterministic scheme versus when it yields a benefit. We also propose solution methods for obtaining an optimal randomization scheme over a discrete set of candidate price vectors and show how these methods are applicable for common demand models, such as the linear, semi-log, and log-log demand models. We numerically compare the randomized and deterministic approaches on a variety of synthetic and real problem instances; on instances derived from a real grocery retail scanner data set, we show that the improvement in worst-case revenue can be as high as 92%. Using the same grocery retail scanner data set, we also show that the randomized approach can produce price prescriptions that achieve higher out-of-sample revenue than the nominal and deterministic robust approaches. This paper was accepted by Chung Piaw Teo, optimization. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.01844 .","Articles in Advance","Chung Piaw Teo","optimization","Department of Logistics; Maritime Studies, Faculty of Business, The Hong Kong Polytechnic University, Hung Hom, Hong Kong, China; UCLA Anderson School of Management, University of California, Los Angeles, California 90095","2026-06-15",""
"2026","","","","Fund Flows, Liquidity, and Asset Prices","Minsoo Kim","Minsoo Kim (2026) Fund Flows, Liquidity, and Asset Prices. Management Science.","https://doi.org/10.1287/mnsc.2025.01690","Unexpected fund flows may force mutual funds to liquidate assets, thereby depressing demand for securities that become illiquid during outflows. This paper shows that the liquidity beta on flows—defined as the comovement of a security’s liquidity costs with aggregate fund flow shocks—earns a significant risk premium in corporate bonds using firm-month fixed effects and a granular instrumental variables approach. The liquidity beta varies substantially even among bonds issued by the same firm and is largely driven by the interaction between redemption-driven forced sales and bond-level illiquidity. These findings highlight how fund flow shocks amplify liquidity risk through mutual funds' forced sales, shaping the cross section of expected corporate bond returns. This paper was accepted by Lukas Schmid, finance. Funding: This work was supported by the University of Melbourne and London Business School. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2025.01690 .","Articles in Advance","Lukas Schmid","finance","Department of Finance, University of Melbourne, Carlton, Victoria 3068, Australia","2026-06-15",""
"2026","","","","Racial Inequality and Bureaucracy in U.S. Manufacturing","Dylan K. Nelson, Nathan Wilmers","Dylan K. Nelson, Nathan Wilmers (2026) Racial Inequality and Bureaucracy in U.S. Manufacturing. Management Science.","https://doi.org/10.1287/mnsc.2023.02358","How does bureaucracy affect racial inequality? Prior research finds that bureaucratization can institutionalize racial inequality but also that insufficient bureaucracy creates opportunities for discrimination. In this project, we propose a third mechanism (differential worker sorting) through which bureaucratic work environments affect inequality. To clarify these perspectives, we contrast worker-protective features of bureaucracy, like fixed pay and seniority protections, to performance-oriented features, which structure production targets and often incorporate high-powered incentives. We study Black-White earnings inequality by matching a large survey of U.S. manufacturing workplaces to employer-employee linked data. Bureaucratic workplaces pay relatively more to Black workers than do nonbureaucratic workplaces. These benefits are strongest for college-educated Black workers and are concentrated in firms with structured target setting rather than those with high-powered incentives or worker protections per se. Moreover, increased pay for Black workers stems mainly from bureaucratic workplaces selecting for relatively higher-skilled Black workers. These findings suggest that bureaucratic employers attract high-performing Black workers not by paying them more relative to White workers but by providing a formalized production context that supports clear performance targets. This paper was accepted by Isabel Fernandez-Mateo, organizations. Funding: This research uses data from the Census Bureau’s Longitudinal Employer-Household Dynamics Program, which was partially supported by the National Science Foundation [Grants SES-9978093, SES-0339191, and ITR-0427889], the National Institute on Aging [Grant AG018854], and grants from the Alfred P. Sloan Foundation. Any views expressed are those of the authors and not those of the U.S. Census Bureau. The Census Bureau has reviewed this data product to ensure appropriate access, use, and disclosure avoidance protection of the confidential source data used to produce this product. This research was performed at a Federal Statistical Research Data Center [Project Number 2176: Grants CBDRB-FY23-P2176-R10549 and CBDRB-FY24-P2176-R11457]. Funding support was provided by the Massachusetts Institute of Technology (MIT) Future of Work Initiative and the MIT Sloan School of Management. Supplemental Material: The online appendices and data files are available at https://doi.org/10.1287/mnsc.2023.02358 .","Articles in Advance","Isabel Fernandez-Mateo","organizations","Department of Business Administration, Gies College of Business, University of Illinois Urbana-Champaign, Champaign, Illinois 61820; MIT Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142","2026-06-15",""
"2026","","","","Will the Truth Free Us from Misinformation?","David Godes","David Godes (2026) Will the Truth Free Us from Misinformation?. Management Science.","https://doi.org/10.1287/mnsc.2023.03896","We study the impact of truthful revelation mechanisms, like fact checking, on the incentives for media outlets to produce misinformation. The existing literature suggests that such interventions will always reduce this incentive. In this paper, we consider a context in which consumers benefit both, and to varying degrees, from the truth contained in news reports and from sharing, discussing, and reacting to news stories that, independent of their truthful content, reinforce and enhance their social identity. In such a setting, we find that truthful revelation will not always decrease, and may in fact increase, the incentives for biased reporting. We identify two distinct mechanisms behind this effect. First, we show that truthful revelation may improve the ability of a biased media outlet to signal its type to consumers. Second, we find that heterogeneous preferences for misinformation endow the outlet with a demand function that may imply an increase or decrease in the incentives to produce biased news due to the stochasticity implied by the fact checking process. Finally, we provide two empirical examples that offer results that are consistent with the idea that media outlets are unlikely to reduce, and may increase, bias when they expect the truth to be revealed imminently. This paper was accepted by Raphael Thomadsen, marketing. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.03896 .","Articles in Advance","Raphael Thomadsen","marketing","Carey Business School, Johns Hopkins University, Baltimore, Maryland 21202","2026-06-09",""
"2026","","","","Forecasting Earnings from Home","Michael Durney, Hoyoun Kyung, Stanimir Markov, Jihwon Park","Michael Durney, Hoyoun Kyung, Stanimir Markov, Jihwon Park (2026) Forecasting Earnings from Home. Management Science.","https://doi.org/10.1287/mnsc.2024.04637","We examine the impact of working from home (WFH) practices on the financial services industry, focusing on sell-side equity analysts. We find that analysts who previously benefited from access to in-person interactions with other informed parties experience a greater decline in earnings forecast accuracy following the COVID lockdown and the shift to WFH. Notably, the informational advantage associated with the in-person access disappears during the lockdown and returns once restrictions are lifted. Our results are stronger for all-star analysts and analysts with shorter coverage periods, suggesting that all-star analysts rely relatively more on access to in-person interactions prelockdown and that accumulated firm-specific knowledge mitigates the loss of in-person interactions. Our results remain robust across alternative analyst performance measures. We conclude that, despite recent advances in communications technology, AI, and machine learning, in-person interactions remain a unique and difficult to substitute information channel for sell-side research providers and that WFH impedes information flows between market participants in capital markets. This paper was accepted by Suraj Srinivasan, accounting. Supplemental Material: The data files are available at https://doi.org/10.1287/mnsc.2024.04637 .","Articles in Advance","Suraj Srinivasan","accounting","Tippie College of Business, University of Iowa, Iowa City, Iowa 52242; Trulaske College of Business, University of Missouri, Columbia, Missouri 65211; Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080; Zicklin School of Business, Baruch College, City University of New York, New York, New York 10010","2026-06-09",""
"2026","","","","The Trade-Offs of Letting Local Managers Make Hiring Decisions","Hugh Xiaolong Wu, Shannon X. Liu","Hugh Xiaolong Wu, Shannon X. Liu (2026) The Trade-Offs of Letting Local Managers Make Hiring Decisions. Management Science.","https://doi.org/10.1287/mnsc.2020.03837","Letting managers have more authority over hiring decisions is becoming an increasingly common management practice among business chains worldwide, yet both theoretical and empirical evidence on its effects remains limited. Local manager hiring (LMH) refers to decentralizing hiring decisions to local business unit managers, rather than relying on the headquarters’ human resource department to make decisions. To assess the impacts of LMH on employee recruitment, productivity, and firm performance, we partnered with a large Chinese firm operating 111 retail stores through a twelve-month field experiment. Results show that LMH leads to an increase in both the mean and variance of individual productivity, yielding a boost in store-level sales of approximately 7%–8%. Store-level performance gains were driven by both the direct effects of recruiting higher-performing workers and the indirect effects of positive spillovers from new hires to existing employees. In line with our theory, LMH achieved superior outcomes in stores with better-aligned managerial incentives, more repeat customers, and lower levels of busyness. However, the rise in variance indicates greater inconsistency in hiring outcomes, which led to worse outcomes in some stores. These findings highlight the central trade-off of decentralized hiring: While it can improve average performance by leveraging local knowledge, it also increases the risk of costly hiring mistakes. This paper was accepted by Isabel Fernandez-Mateo, organizations. Funding: This work was supported by The Chiang Ching-Kuo Foundation [Grant DD086-A-18]; Stanford Center at Peking University; Stanford King Center on Global Poverty and Development. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2020.03837 .","Articles in Advance","Isabel Fernandez-Mateo","organizations","Olin Business School, Washington University in St. Louis, St. Louis, Missouri  63130; Rotman School of Management, University of Toronto, Toronto, Ontario M5S 1A1, Canada","2026-06-09",""
"2026","","","","The Road to Stock Market Participation","Sumit Agarwal, Meghana Ayyagari, Yuxi Cheng, Pulak Ghosh","Sumit Agarwal, Meghana Ayyagari, Yuxi Cheng, Pulak Ghosh (2026) The Road to Stock Market Participation. Management Science.","https://doi.org/10.1287/mnsc.2024.04496","This paper examines how infrastructure development affects stock market participation in India using trading data from more than 13 million individuals. Using the phased rollout of a national road construction program as a natural experiment, we find that new road connections lead to significant increases in both trading activity and the number of investors. These effects are driven primarily by new market entrants and are most pronounced in rural and intermediately developed regions as well as among male and middle-aged investors. Two main mechanisms explain these patterns. First is an information channel: improved connectivity reduces information frictions, facilitates portfolio diversification, and encourages investment in geographically distant firms. Second is a financial inclusion channel: road construction spurs new bank branch openings—especially by state-owned banks—expanding access to financial services and enabling portfolio reallocation from savings and consumption to equity markets. We find limited evidence for a third possible channel, risk sharing, whereby participation rises with road connectivity in regions with high income volatility. Whereas initial investor returns are positive, long-term performance declines and risk-taking increases, suggesting that infrastructure expansion promotes market participation but not necessarily optimal investment outcomes. This paper was accepted by Lukas Schmid, finance. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.04496 .","Articles in Advance","Lukas Schmid","finance","National University of Singapore, Singapore 119077; School of Business, George Washington University, Washington, District of Columbia 20052; University of Texas at San Antonio, San Antonio, Texas 78249;; Indian Institute of Management, Bengaluru 560076, India","2026-06-09",""
"2026","","","","Expectations Matter: When (Not) to Use Machine Learning Earnings Forecasts","John L. Campbell, Harrison Ham, Zhongjin (Gene) Lu, Katherine Wood","John L. Campbell, Harrison Ham, Zhongjin (Gene) Lu, Katherine Wood (2026) Expectations Matter: When (Not) to Use Machine Learning Earnings Forecasts. Management Science.","https://doi.org/10.1287/mnsc.2024.05808","We comprehensively examine the usefulness of machine learning technology to predict a firm’s earnings and offer three main findings. First, although prior literature suggests machine learning can offer better earnings forecasts than analysts, we show that this result is highly sensitive to machine learning model specification choices (i.e., 80% of evaluated machine forecasts fail to beat analysts). Second, we examine why the most accurate machine learning forecast consistently beats analysts, finding that they correct for predictable analyst biases that are both linear and nonlinear and largely relate to analysts’ prior forecast errors, forecasted earnings levels, and the firm’s stock price. Finally, we find that investors’ earnings expectations, as revealed through stock prices, largely—but do not fully—correct for these predictable analyst biases, with delayed price realization up to nine months. In additional analysis, we find that optimal machine learning specification choices remain stable over time and that, although the machine’s outperformance narrows in recent periods, it remains substantial among small-cap stocks. Overall, our study moves beyond the question of whether machine forecasts are superior to human forecasts and instead focuses on which machine forecast specifications matter, as well as when and why machine forecasts are most superior. In so doing, we provide code and estimates for the most accurate machine forecast specification and demonstrate that investors’ expectations appear to largely (but not fully) align with them. This paper was accepted by Suraj Srinivasan, accounting. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.05808 .","Articles in Advance","Suraj Srinivasan","accounting","Department of Accounting; Finance, Terry College of Business, University of Georgia, Athens, Georgia  30602; Department of Finance, Clemson University,  Clemson, South Carolina 29634; Department of Finance,  Terry College of Business, University of Georgia, Athens, Georgia 30602; Department of Finance, Oklahoma State University, Stillwater, Oklahoma 74078","2026-06-09",""
"2026","","","","Earnings Conference Calls and the SEC Comment Letter Process","Alina Lerman, Thomas D. Steffen, Kangkang Zhang","Alina Lerman, Thomas D. Steffen, Kangkang Zhang (2026) Earnings Conference Calls and the SEC Comment Letter Process. Management Science.","https://doi.org/10.1287/mnsc.2023.02065","The Securities and Exchange Commission (SEC) reviews firms’ financial reports and issues comment letters to ensure compliance with applicable disclosure and accounting requirements. We explore the nature, determinants, and consequences of SEC comment letters that refer to information disclosed in voluntary earnings conference calls. Using hand-collected data, we document that the SEC primarily references these voluntary disclosures to illustrate insufficiencies and, less commonly, inconsistencies in mandatory filings across a wide range of topics. These letters are more likely to be issued when filing reviews are more complex, SEC staff are less resource constrained, and for firms with more institutional investors and analysts. Conference call–related comments tend to occur during higher-quality review processes and require greater remediation costs than other comments. The SEC’s use of call disclosures also leads to more pronounced changes in firms’ subsequent mandatory filings, particularly when the firm indicates agreement with SEC comments. However, we observe a mixed effect on the overall information environment, consistent with possible unintended consequences for the quality of firms’ voluntary disclosures. This paper was accepted by Suraj Srinivasan, accounting. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.02065 .","Articles in Advance","Suraj Srinivasan","accounting","School of Business, University of Connecticut, Storrs, Connecticut 06269; School of Management, Yale University, New Haven, Connecticut 06520; Gies College of Business, University of Illinois Urbana-Champaign, Champaign, Illinois 61820","2026-06-09",""
